0,57,863,0,851,22
0,69,879,0,864,29
0,69,879,0,862,29
0,68,877,0,859,29
0,67,876,0,857,28
0,14,809,0,788,0
0,67,874,0,852,27
0,66,873,0,850,28
0,14,806,0,783,0
0,65,871,0,847,26
0,65,871,0,847,28
0,11,802,0,777,0
0,64,867,0,842,26
0,64,867,0,840,26
0,64,865,0,837,26
0,63,865,0,835,25
0,63,864,0,833,26
0,63,862,0,831,25
0,28,819,0,786,7
0,41,834,0,801,14
0,62,860,0,826,25
0,62,859,0,823,25
0,61,857,0,820,23
0,62,857,0,818,25
0,60,854,0,816,23
0,60,855,0,816,23
0,60,853,0,815,23
0,26,810,0,770,9
0,59,852,0,811,23
0,58,851,0,809,23
0,58,850,0,807,22
0,58,850,0,805,23
0,56,849,0,803,22
0,56,848,0,800,22
0,56,848,0,800,22
0,55,847,0,796,21
0,55,848,0,795,21
0,55,847,0,793,20
0,49,839,0,783,17
0,12,793,0,736,2
0,41,829,0,771,15
0,52,844,0,785,19
0,53,845,0,784,20
0,52,843,0,783,20
0,0,775,0,714,0
0,52,841,0,778,19
0,51,839,0,775,18
0,51,839,0,774,19
0,51,838,0,771,18
0,50,837,0,769,18
0,50,837,0,768,18
0,50,836,0,766,18
0,48,835,0,763,18
0,49,834,0,763,18
0,49,834,0,760,18
0,48,832,0,757,17
0,48,832,0,756,17
0,48,831,0,753,17
0,0,765,0,687,0
0,48,831,0,751,17
0,21,793,0,713,6
0,0,713,0,631,0
0,47,829,0,746,16
0,47,827,0,743,16
0,47,826,0,740,16
0,47,825,0,738,16
0,47,824,0,736,16
0,47,824,0,735,16
0,46,822,0,732,15
0,46,821,0,731,15
0,46,821,0,729,16
0,45,820,0,726,15
0,46,819,0,724,15
0,45,819,0,722,15
0,44,818,0,720,15
0,45,818,0,719,15
0,44,817,0,719,15
0,43,816,0,717,15
0,44,816,0,715,15
0,43,815,0,712,14
0,42,815,0,710,14
0,43,815,0,708,14
0,13,771,0,663,3
0,0,748,0,641,0
0,38,808,0,697,12
0,40,813,0,701,13
0,0,746,0,634,0
0,40,811,0,696,14
0,39,809,0,693,13
0,39,810,0,691,13
0,38,808,0,689,13
0,38,807,0,688,13
0,38,807,0,687,13
0,37,806,0,685,12
0,37,805,0,684,12
0,37,805,0,682,12
0,36,803,0,679,12
0,36,803,0,677,12
0,36,802,0,675,12
0,35,801,0,672,11
0,0,735,0,607,0
0,35,800,0,669,11
0,34,798,0,666,10
0,32,796,0,662,9
0,6,747,0,613,1
0,23,778,0,642,6
0,34,797,0,658,10
0,33,796,0,656,9
0,32,795,0,655,9
0,33,794,0,655,10
0,32,793,0,652,9
0,32,793,0,651,9
0,32,792,0,649,9
0,31,790,0,645,8
0,0,724,0,581,0
0,31,789,0,642,8
0,30,787,0,639,7
0,31,788,0,639,8
0,30,786,0,636,7
0,30,786,0,635,7
0,30,785,0,633,7
0,29,784,0,629,6
0,29,784,0,627,7
0,29,784,0,626,7
0,28,783,0,624,5
0,27,782,0,622,5
0,6,736,0,576,1
0,11,746,0,586,2
0,0,718,0,558,0
0,27,782,0,616,5
0,26,780,0,614,5
0,27,780,0,612,5
0,27,780,0,610,4
0,26,779,0,608,4
0,26,779,0,607,5
0,25,777,0,604,3
0,24,776,0,602,4
0,25,776,0,600,4
0,24,775,0,597,4
0,25,775,0,596,4
0,24,774,0,595,4
0,23,772,0,592,3
0,0,707,0,529,0
0,23,772,0,591,3
0,22,769,0,588,2
0,22,770,0,588,2
0,21,769,0,585,2
0,17,762,0,576,2
0,2,713,0,526,0
0,15,753,0,565,1
0,20,767,0,577,2
0,20,767,0,576,2
0,20,766,0,575,2
0,20,766,0,574,1
0,20,765,0,572,2
0,19,764,0,569,1
0,0,700,0,499,0
0,19,763,0,565,1
0,18,762,0,563,1
0,19,762,0,561,1
0,18,761,0,560,1
0,18,761,0,559,1
0,18,760,0,558,1
0,17,758,0,557,0
0,17,758,0,555,0
0,17,757,0,553,0
0,16,756,0,550,0
0,16,756,0,549,0
0,16,754,0,546,0
0,8,729,0,518,0
0,0,691,0,478,0
0,0,690,0,475,0
0,0,690,0,473,0
0,5,712,0,495,0
0,15,752,0,535,0
0,15,752,0,534,0
0,0,675,0,454,0
0,15,751,0,529,0
0,15,751,0,528,0
0,15,751,0,527,0
0,15,750,0,526,0
0,15,750,0,525,0
0,15,749,0,521,0
0,15,748,0,517,0
0,15,749,0,514,0
0,14,747,0,511,0
0,15,748,0,510,0
0,14,747,0,509,0
0,14,745,0,507,0
0,14,745,0,505,0
0,14,745,0,505,0
0,10,731,0,490,0
0,0,691,0,452,0
0,11,734,0,491,0
0,13,742,0,497,0
0,0,678,0,434,0
0,0,677,0,433,0
0,12,740,0,494,0
0,0,675,0,431,0
0,12,739,0,491,0
0,0,673,0,429,0
0,11,737,0,487,0
0,0,672,0,425,0
0,10,736,0,483,0
0,0,670,0,421,0
0,10,735,0,480,0
0,10,735,0,479,0
0,11,735,0,478,0
0,9,733,0,475,0
0,10,734,0,475,0
0,9,732,0,472,0
0,9,731,0,469,0
0,9,731,0,469,0
0,8,730,0,465,0
0,1,684,0,422,0
0,6,718,0,453,0
0,7,728,0,463,0
0,8,728,0,463,0
0,7,727,0,461,0
0,7,725,0,460,0
0,7,726,0,459,0
0,7,725,0,457,0
0,6,724,0,455,0
0,6,724,0,454,0
0,5,723,0,451,0
0,6,723,0,451,0
0,6,723,0,449,0
0,5,722,0,448,0
0,5,722,0,447,0
0,5,721,0,446,0
0,4,720,0,444,0
0,0,654,0,380,0
0,4,720,0,441,0
0,4,719,0,439,0
0,3,709,0,428,0
0,0,666,0,387,0
0,3,718,0,433,0
0,3,719,0,433,0
0,2,718,0,432,0
0,3,718,0,432,0
0,2,717,0,431,0
0,2,716,0,429,0
0,3,717,0,430,0
0,2,716,0,427,0
0,2,716,0,427,0
0,2,716,0,425,0
0,1,715,0,423,0
0,1,715,0,422,0
0,1,714,0,421,0
0,1,713,0,419,0
0,1,713,0,418,0
0,1,713,0,417,0
0,0,711,0,415,0
0,1,711,0,415,0
0,0,711,0,414,0
0,0,710,0,412,0
0,0,693,0,394,0
0,0,659,0,362,0
0,0,705,0,404,0
0,0,697,0,395,0
0,0,708,0,404,0
0,0,708,0,403,0
0,0,707,0,402,0
0,0,706,0,400,0
0,0,706,0,400,0
0,0,705,0,399,0
0,0,705,0,399,0
0,0,705,0,398,0
0,0,703,0,396,0
0,0,704,0,395,0
0,0,704,0,394,0
0,0,703,0,392,0
0,0,703,0,392,0
0,0,703,0,390,0
0,0,702,0,389,0
0,0,703,0,388,0
0,0,702,0,386,0
0,0,682,0,366,0
0,0,652,0,339,0
0,0,636,0,323,0
0,0,700,0,383,0
0,0,700,0,382,0
0,0,699,0,379,0
0,0,699,0,379,0
0,0,698,0,378,0
0,0,697,0,375,0
0,0,698,0,375,0
0,0,682,0,361,0
0,0,634,0,314,0
0,0,633,0,312,0
0,0,694,0,369,0
0,0,694,0,368,0
0,0,694,0,368,0
0,0,693,0,367,0
0,0,693,0,367,0
0,0,691,0,366,0
0,0,692,0,365,0
0,0,691,0,364,0
0,0,669,0,342,0
0,0,644,0,318,0
0,0,690,0,360,0
0,0,689,0,359,0
0,0,689,0,359,0
0,0,689,0,357,0
0,0,689,0,356,0
0,0,689,0,355,0
0,0,688,0,354,0
0,0,624,0,294,0
0,0,688,0,352,0
0,0,687,0,350,0
0,0,687,0,349,0
0,0,687,0,348,0
0,0,686,0,346,0
0,0,687,0,345,0
0,0,686,0,344,0
0,0,686,0,343,0
0,0,686,0,342,0
0,0,685,0,340,0
0,0,686,0,340,0
0,0,642,0,300,0
0,0,659,0,315,0
0,0,685,0,337,0
0,0,683,0,336,0
0,0,684,0,336,0
0,0,621,0,277,0
0,0,683,0,335,0
0,0,682,0,335,0
0,0,682,0,334,0
0,0,681,0,332,0
0,0,681,0,332,0
0,0,680,0,331,0
0,0,680,0,330,0
0,0,680,0,329,0
0,0,679,0,327,0
0,0,679,0,327,0
0,0,679,0,326,0
0,0,677,0,325,0
0,0,678,0,325,0
0,0,614,0,267,0
0,0,676,0,322,0
0,0,652,0,300,0
0,0,619,0,269,0
0,0,675,0,320,0
0,0,676,0,320,0
0,0,675,0,319,0
0,0,675,0,318,0
0,0,675,0,318,0
0,0,673,0,316,0
0,0,673,0,316,0
0,0,674,0,315,0
0,0,673,0,313,0
0,0,673,0,313,0
0,0,609,0,254,0
0,0,672,0,311,0
0,0,672,0,309,0
0,0,671,0,308,0
0,0,670,0,307,0
0,0,671,0,307,0
0,0,670,0,306,0
0,0,670,0,305,0
0,0,670,0,305,0
0,0,668,0,303,0
0,0,638,0,274,0
0,0,606,0,245,0
0,0,667,0,302,0
0,0,669,0,303,0
0,0,605,0,242,0
0,0,667,0,301,0
0,0,667,0,300,0
0,0,667,0,300,0
0,0,666,0,299,0
0,0,667,0,299,0
0,0,665,0,296,0
0,0,665,0,296,0
0,0,665,0,296,0
0,0,664,0,294,0
0,0,665,0,294,0
0,0,664,0,293,0
0,0,663,0,292,0
0,0,664,0,292,0
0,0,601,0,233,0
0,0,662,0,289,0
0,0,662,0,289,0
0,0,661,0,288,0
0,0,624,0,252,0
0,0,634,0,261,0
0,0,661,0,286,0
0,0,660,0,285,0
0,0,660,0,284,0
0,0,659,0,282,0
0,0,659,0,283,0
0,0,659,0,282,0
0,0,658,0,280,0
0,0,658,0,281,0
0,0,595,0,222,0
0,0,657,0,278,0
0,0,657,0,277,0
0,0,656,0,276,0
0,0,657,0,276,0
0,0,657,0,275,0
0,0,656,0,274,0
0,0,656,0,274,0
0,0,656,0,273,0
0,0,656,0,272,0
0,0,656,0,272,0
0,0,656,0,272,0
0,0,620,0,238,0
0,0,623,0,241,0
0,0,592,0,210,0
0,0,655,0,269,0
0,0,655,0,270,0
0,0,655,0,269,0
0,0,655,0,269,0
0,0,655,0,268,0
0,0,654,0,266,0
0,0,654,0,267,0
0,0,653,0,265,0
0,0,653,0,265,0
0,0,652,0,263,0
0,0,651,0,262,0
0,0,652,0,262,0
0,0,649,0,259,0
0,0,650,0,260,0
0,0,649,0,258,0
0,0,649,0,258,0
0,0,634,0,245,0
0,0,588,0,202,0
0,0,642,0,251,0
0,0,649,0,257,0
0,0,647,0,256,0
0,0,647,0,255,0
0,0,641,0,249,0
0,0,646,0,254,0
0,0,646,0,254,0
0,0,646,0,254,0
0,0,645,0,252,0
0,0,646,0,253,0
0,0,644,0,251,0
0,0,644,0,250,0
0,0,645,0,251,0
0,0,644,0,250,0
0,0,644,0,249,0
0,0,644,0,250,0
0,0,643,0,248,0
0,0,643,0,247,0
0,0,643,0,248,0
0,0,642,0,245,0
0,0,620,0,225,0
0,0,597,0,205,0
0,0,640,0,242,0
0,0,642,0,243,0
0,0,607,0,211,0
0,0,641,0,242,0
0,0,641,0,242,0
0,0,640,0,241,0
0,0,640,0,241,0
0,0,578,0,184,0
0,0,639,0,240,0
0,0,639,0,239,0
0,0,639,0,240,0
0,0,638,0,239,0
0,0,639,0,239,0
0,0,639,0,239,0
0,0,637,0,238,0
0,0,638,0,238,0
0,0,637,0,237,0
0,0,637,0,237,0
0,0,637,0,237,0
0,0,637,0,236,0
0,0,617,0,217,0
0,0,589,0,191,0
0,0,620,0,220,0
0,0,637,0,234,0
0,0,636,0,234,0
0,0,634,0,232,0
0,0,636,0,233,0
0,0,635,0,232,0
0,0,634,0,230,0
0,0,573,0,174,0
0,0,633,0,229,0
0,0,633,0,228,0
0,0,633,0,229,0
0,0,632,0,228,0
0,0,632,0,227,0
0,0,632,0,227,0
0,0,631,0,226,0
0,0,632,0,226,0
0,0,632,0,226,0
0,0,630,0,225,0
0,0,631,0,225,0
0,0,631,0,224,0
0,0,613,0,208,0
0,0,565,0,163,0
0,0,628,0,222,0
0,0,628,0,221,0
0,0,629,0,222,0
0,0,628,0,220,0
0,0,628,0,221,0
0,0,628,0,221,0
0,0,626,0,218,0
0,0,627,0,219,0
0,0,627,0,219,0
0,0,626,0,217,0
0,0,626,0,217,0
0,0,626,0,217,0
0,0,625,0,216,0
0,0,564,0,160,0
0,0,624,0,214,0
0,0,624,0,214,0
0,0,625,0,214,0
0,0,624,0,212,0
0,0,624,0,212,0
0,0,596,0,186,0
0,0,584,0,176,0
0,0,623,0,211,0
0,0,623,0,209,0
0,0,623,0,209,0
0,0,623,0,209,0
0,0,622,0,208,0
0,0,623,0,209,0
0,0,622,0,208,0
0,0,621,0,207,0
0,0,622,0,208,0
0,0,622,0,208,0
0,0,621,0,208,0
0,0,620,0,206,0
0,0,621,0,207,0
0,0,621,0,207,0
0,0,621,0,207,0
0,0,620,0,206,0
0,0,620,0,206,0
0,0,619,0,206,0
0,0,618,0,205,0
0,0,619,0,205,0
0,0,584,0,172,0
0,0,587,0,175,0
0,0,619,0,205,0
0,0,618,0,204,0
0,0,617,0,203,0
0,0,596,0,183,0
0,0,616,0,202,0
0,0,616,0,202,0
0,0,615,0,201,0
0,0,615,0,200,0
0,0,615,0,201,0
0,0,613,0,199,0
0,0,614,0,199,0
0,0,614,0,198,0
0,0,552,0,142,0
0,0,613,0,197,0
0,0,551,0,141,0
0,0,612,0,196,0
0,0,611,0,196,0
0,0,610,0,195,0
0,0,571,0,159,0
0,0,585,0,172,0
0,0,610,0,194,0
0,0,610,0,194,0
0,0,609,0,193,0
0,0,592,0,179,0
0,0,609,0,193,0
0,0,547,0,136,0
0,0,608,0,192,0
0,0,607,0,192,0
0,0,606,0,191,0
0,0,607,0,191,0
0,0,606,0,191,0
0,0,606,0,191,0
0,0,546,0,135,0
0,0,606,0,190,0
0,0,605,0,190,0
0,0,605,0,190,0
0,0,604,0,189,0
0,0,605,0,189,0
0,0,605,0,189,0
0,0,582,0,168,0
0,0,561,0,148,0
0,0,604,0,188,0
0,0,603,0,187,0
0,0,604,0,188,0
0,0,603,0,187,0
0,0,602,0,186,0
0,0,603,0,186,0
0,0,601,0,185,0
0,0,602,0,186,0
0,0,600,0,185,0
0,0,600,0,184,0
0,0,601,0,184,0
0,0,599,0,183,0
0,0,599,0,183,0
0,0,599,0,183,0
0,0,598,0,181,0
0,0,598,0,182,0
0,0,598,0,181,0
0,0,597,0,181,0
0,0,598,0,181,0
0,0,564,0,150,0
0,0,566,0,153,0
0,0,597,0,180,0
0,0,514,0,121,0
0,0,597,0,180,0
0,0,596,0,179,0
0,0,595,0,178,0
0,0,595,0,178,0
0,0,594,0,177,0
0,0,594,0,178,0
0,0,594,0,178,0
0,0,593,0,177,0
0,0,593,0,177,0
0,0,594,0,177,0
0,0,593,0,176,0
0,0,593,0,177,0
0,0,593,0,177,0
0,0,490,0,101,0
0,0,593,0,177,0
0,0,592,0,176,0
0,0,592,0,176,0
0,0,567,0,153,0
0,0,550,0,137,0
0,0,592,0,176,0
0,0,592,0,175,0
0,0,592,0,175,0
0,0,592,0,175,0
0,0,592,0,175,0
0,0,591,0,175,0
0,0,592,0,175,0
0,0,592,0,175,0
0,0,534,0,131,0
0,0,591,0,175,0
0,0,591,0,174,0
0,0,591,0,174,0
0,0,590,0,173,0
0,0,590,0,173,0
0,0,476,0,87,0
0,0,590,0,172,0
0,0,590,0,172,0
0,0,590,0,172,0
0,0,588,0,170,0
0,0,544,0,129,0
0,0,569,0,152,0
0,0,588,0,171,0
0,0,589,0,172,0
0,0,588,0,170,0
0,0,589,0,170,0
0,0,588,0,171,0
0,0,587,0,169,0
0,0,526,0,112,0
0,0,587,0,170,0
0,0,586,0,168,0
0,0,587,0,169,0
0,0,586,0,168,0
0,0,586,0,168,0
0,0,586,0,169,0
0,0,585,0,167,0
0,0,585,0,167,0
0,0,587,0,168,0
0,0,585,0,167,0
0,0,585,0,166,0
0,0,586,0,167,0
0,0,583,0,165,0
0,0,524,0,111,0
0,0,570,0,153,0
0,0,583,0,165,0
0,0,583,0,165,0
0,0,582,0,165,0
0,0,582,0,164,0
0,0,583,0,164,0
0,0,581,0,163,0
0,0,582,0,163,0
0,0,581,0,163,0
0,0,581,0,163,0
0,0,581,0,163,0
0,0,581,0,163,0
0,0,579,0,161,0
0,0,515,0,108,0
0,0,581,0,162,0
0,0,580,0,162,0
0,0,580,0,162,0
0,0,578,0,161,0
0,0,579,0,161,0
0,0,570,0,152,0
0,0,524,0,115,0
0,0,558,0,143,0
0,0,577,0,159,0
0,0,577,0,159,0
0,0,577,0,160,0
0,0,576,0,159,0
0,0,577,0,159,0
0,0,577,0,159,0
0,0,576,0,158,0
0,0,576,0,159,0
0,0,576,0,159,0
0,0,576,0,157,0
0,0,576,0,158,0
0,0,576,0,158,0
0,0,575,0,157,0
0,0,575,0,157,0
0,0,575,0,156,0
0,0,575,0,156,0
0,0,575,0,156,0
0,0,574,0,155,0
0,0,542,0,128,0
0,0,533,0,122,0
0,0,574,0,155,0
0,0,574,0,155,0
0,0,573,0,154,0
0,0,573,0,155,0
0,0,573,0,154,0
0,0,572,0,153,0
0,0,573,0,154,0
0,0,572,0,154,0
0,0,488,0,88,0
0,0,572,0,154,0
0,0,571,0,152,0
0,0,571,0,153,0
0,0,571,0,152,0
0,0,570,0,152,0
0,0,571,0,153,0
0,0,570,0,152,0
0,0,569,0,151,0
0,0,569,0,151,0
0,0,567,0,150,0
0,0,525,0,114,0
0,0,542,0,128,0
0,0,567,0,150,0
0,0,568,0,151,0
0,0,470,0,75,0
0,0,499,0,94,0
0,0,567,0,149,0
0,0,565,0,148,0
0,0,565,0,149,0
0,0,566,0,149,0
0,0,564,0,148,0
0,0,565,0,148,0
0,0,565,0,148,0
0,0,564,0,147,0
0,0,497,0,94,0
0,0,564,0,147,0
0,0,563,0,147,0
0,0,564,0,147,0
0,0,562,0,147,0
0,0,562,0,147,0
0,0,563,0,147,0
0,0,538,0,126,0
0,0,515,0,108,0
0,0,562,0,147,0
0,0,561,0,146,0
0,0,562,0,147,0
0,0,562,0,146,0
0,0,561,0,145,0
0,0,562,0,146,0
0,0,561,0,145,0
0,0,561,0,146,0
0,0,561,0,146,0
0,0,561,0,145,0
0,0,560,0,145,0
0,0,560,0,146,0
0,0,560,0,145,0
0,0,495,0,90,0
0,0,560,0,145,0
0,0,494,0,89,0
0,0,560,0,145,0
0,0,543,0,131,0
0,0,559,0,144,0
0,0,559,0,144,0
