temperature,Gas1RS/Rmax,Gas2RS/Rmax,Gas3RS/Rmax,Vc
29,92,91,88,5.06
29,92,91,88,5.06
30,92,88,86,5.06
44,92,91,88,5.06
32,92,88,88,5.07
55,92,88,88,5.06
29,92,91,88,5.06
33,92,88,86,5.06
41,92,91,88,5.06
29,92,91,88,5.07
29,92,88,86,5.07
30,92,91,88,5.07
31,92,88,88,5.07
31,92,91,88,5.06
35,92,88,86,5.06
34,92,91,88,5.06
33,92,88,86,5.06
41,92,91,88,5.06
48,92,88,86,5.07
36,92,88,86,5.07
30,92,91,88,5.06
56,92,88,88,5.07
29,92,88,88,5.06
31,92,91,88,5.06
40,92,91,88,5.06
32,92,88,82,5.07
29,92,91,88,5.06
48,92,91,88,5.07
34,92,88,86,5.06
39,92,91,88,5.06
33,92,88,88,5.06
29,92,88,86,5.06
33,92,91,88,5.06
30,92,88,88,5.06
30,92,88,88,5.07
52,92,91,88,5.06
45,92,88,88,5.07
33,91,91,86,5.06
29,92,91,88,5.06
30,92,91,88,5.06
34,92,91,88,5.06
38,92,81,88,5.06
30,92,91,88,5.06
31,92,88,88,5.06
29,92,91,88,5.06
53,92,88,82,5.06
31,92,91,88,5.06
45,92,88,86,5.06
49,92,91,88,5.06
42,92,91,86,5.06
29,92,91,88,5.06
31,92,88,86,5.07
29,92,91,88,5.06
46,92,91,86,5.06
32,92,91,88,5.06
29,90,91,88,5.07
38,92,91,88,5.06
31,92,88,86,5.06
30,92,91,88,5.06
29,92,91,88,5.06
51,92,88,86,5.07
29,92,91,88,5.06
39,92,88,86,5.06
39,92,91,88,5.06
42,92,88,86,5.06
30,92,91,88,5.06
30,92,88,86,5.06
31,92,91,88,5.06
54,92,88,86,5.07
41,92,91,88,5.06
42,92,88,88,5.07
29,92,91,88,5.06
48,92,91,88,5.06
33,92,91,88,5.06
38,92,88,86,5.06
30,92,91,88,5.06
30,91,88,86,5.06
50,92,91,88,5.06
29,92,88,86,5.07
52,92,91,88,5.06
53,91,88,86,5.06
33,92,91,88,5.06
32,91,88,86,5.06
31,92,91,88,5.06
40,92,88,86,5.06
34,92,91,88,5.06
52,92,88,88,5.07
53,92,88,88,5.06
47,92,91,88,5.06
29,92,88,86,5.07
30,92,91,88,5.06
43,91,88,86,5.06
33,92,91,88,5.06
45,92,88,86,5.06
36,92,91,88,5.06
32,91,81,88,5.07
29,92,91,88,5.06
29,91,88,86,5.06
54,92,91,88,5.06
29,92,88,86,5.07
29,92,91,88,5.06
32,92,91,88,5.06
36,92,88,86,5.06
33,92,91,88,5.06
30,92,88,86,5.06
55,92,91,88,5.06
30,92,88,88,5.06
29,92,91,88,5.06
30,92,88,88,5.06
33,92,91,88,5.06
31,92,91,88,5.06
33,92,88,88,5.06
30,92,91,88,5.06
32,92,88,86,5.06
33,92,91,88,5.06
35,92,88,86,5.06
29,92,91,88,5.06
42,92,88,86,5.06
48,92,91,88,5.06
40,91,88,82,5.06
31,92,91,88,5.06
29,91,88,86,5.06
33,92,91,88,5.07
39,92,88,88,5.07
54,92,88,88,5.06
29,92,91,88,5.06
33,92,88,88,5.06
54,92,91,88,5.06
29,90,91,86,5.06
44,92,91,88,5.06
29,92,91,88,5.06
32,92,88,86,5.06
34,92,91,88,5.07
30,92,88,86,5.07
30,92,91,88,5.06
29,92,88,86,5.06
30,92,88,88,5.06
33,92,91,88,5.06
29,92,88,88,5.07
36,92,91,88,5.06
29,91,88,86,5.06
29,92,91,88,5.06
34,92,91,86,5.06
31,92,91,88,5.06
33,91,88,86,5.06
29,92,91,88,5.06
29,91,88,86,5.06
30,92,91,88,5.06
47,91,88,88,5.06
29,92,91,86,5.06
49,92,91,88,5.06
30,91,88,86,5.07
37,92,91,88,5.06
38,92,88,86,5.06
48,92,91,88,5.06
41,91,88,86,5.06
31,92,91,88,5.06
36,91,88,86,5.06
46,92,88,86,5.06
41,92,91,88,5.06
55,91,88,86,5.06
34,92,91,88,5.06
32,92,91,88,5.06
47,91,88,86,5.06
50,92,91,88,5.06
49,91,88,86,5.06
49,92,91,88,5.06
31,92,88,88,5.06
33,91,88,86,5.07
29,92,91,88,5.06
31,91,88,86,5.06
44,92,91,88,5.06
47,92,91,88,5.06
44,91,88,86,5.06
32,92,91,88,5.06
30,91,88,86,5.07
46,92,88,86,5.06
30,92,91,88,5.06
29,92,88,86,5.07
31,92,91,88,5.06
33,91,88,86,5.06
41,92,91,88,5.06
30,92,88,88,5.06
36,92,88,86,5.06
34,92,91,88,5.06
30,91,88,86,5.06
53,92,91,88,5.06
35,92,88,88,5.06
33,92,91,88,5.06
30,91,81,88,5.06
45,92,91,88,5.06
30,92,88,88,5.06
36,91,88,86,5.07
31,92,91,88,5.06
33,91,88,86,5.06
33,92,88,88,5.06
29,92,91,88,5.06
55,92,88,86,5.06
33,92,91,88,5.06
31,92,88,88,5.06
30,92,88,86,5.06
33,92,91,88,5.06
47,91,88,86,5.06
31,92,91,88,5.06
34,91,88,86,5.06
29,92,91,88,5.06
31,92,91,88,5.07
30,91,88,86,5.06
48,92,91,88,5.06
36,92,88,86,5.06
36,92,91,88,5.06
36,91,88,86,5.07
30,92,91,88,5.06
32,92,91,88,5.06
30,92,88,88,5.06
30,91,88,86,5.07
35,92,91,88,5.06
32,92,88,86,5.06
30,92,91,88,5.06
33,91,88,86,5.06
30,92,91,88,5.07
46,91,88,86,5.06
29,92,91,88,5.07
34,92,88,88,5.06
47,92,88,86,5.06
34,92,91,88,5.06
56,91,88,86,5.07
35,92,91,88,5.06
30,92,91,88,5.06
48,92,91,86,5.06
33,91,88,86,5.06
30,91,91,88,5.07
33,91,88,86,5.06
46,92,91,88,5.07
47,91,88,86,5.06
30,92,91,88,5.06
35,91,88,86,5.06
44,92,91,88,5.06
31,91,88,86,5.07
29,92,91,88,5.06
29,90,91,86,5.06
29,91,91,88,5.06
29,91,81,88,5.06
32,91,88,86,5.06
35,91,88,86,5.06
40,91,91,88,5.06
30,91,88,86,5.06
36,91,88,86,5.06
30,91,91,88,5.06
33,91,88,82,5.06
51,91,91,88,5.06
32,91,91,88,5.06
41,90,91,86,5.06
29,92,91,88,5.06
50,91,88,86,5.06
29,91,88,86,5.06
29,91,91,88,5.06
30,91,88,86,5.06
30,91,91,88,5.06
30,91,91,88,5.06
29,91,88,86,5.06
46,91,91,88,5.06
33,92,88,86,5.07
32,91,88,86,5.06
29,91,91,88,5.06
31,91,88,86,5.06
29,91,91,88,5.07
37,91,91,88,5.07
33,91,88,86,5.07
30,91,91,88,5.07
31,91,88,86,5.07
30,91,91,88,5.06
29,92,91,88,5.06
41,91,88,86,5.06
29,91,91,88,5.06
31,91,88,86,5.06
30,91,91,88,5.06
30,91,88,86,5.06
40,91,88,86,5.07
29,92,91,88,5.06
30,91,88,86,5.06
30,92,91,88,5.06
31,91,88,86,5.06
39,91,91,88,5.06
38,91,79,85,5.06
30,92,91,88,5.06
29,91,88,86,5.06
36,92,91,88,5.07
34,91,88,86,5.07
54,91,91,88,5.06
30,91,88,86,5.06
32,91,91,88,5.07
35,91,88,86,5.06
36,91,91,88,5.06
29,91,88,82,5.06
31,91,91,88,5.06
32,91,88,86,5.06
39,91,91,88,5.06
51,91,88,86,5.06
33,91,91,88,5.06
35,91,91,88,5.07
45,91,88,86,5.07
32,91,91,88,5.06
34,91,91,86,5.06
30,91,91,88,5.06
40,91,91,88,5.07
31,91,88,86,5.07
30,91,91,88,5.06
29,91,88,86,5.06
33,91,91,88,5.06
30,91,88,86,5.07
43,91,91,88,5.07
39,89,83,88,5.06
36,91,91,88,5.07
29,90,91,86,5.06
40,91,91,88,5.06
33,91,88,86,5.06
44,91,91,88,5.06
40,91,91,88,5.06
31,91,88,86,5.06
31,91,91,88,5.06
32,91,81,88,5.06
50,91,91,88,5.06
37,91,88,86,5.06
30,91,91,88,5.06
30,91,88,86,5.06
31,91,88,86,5.06
30,91,91,88,5.06
30,91,88,86,5.06
49,91,88,86,5.06
54,91,91,88,5.06
33,91,88,86,5.06
31,91,91,88,5.06
30,91,88,86,5.06
30,91,91,88,5.06
33,91,88,86,5.06
30,91,91,88,5.06
51,91,88,86,5.07
30,91,91,86,5.06
29,91,91,86,5.06
29,91,88,86,5.06
33,91,91,86,5.06
29,91,88,86,5.06
45,91,91,88,5.06
49,91,88,86,5.07
30,91,91,86,5.06
34,91,88,86,5.06
44,91,91,88,5.07
32,91,88,86,5.06
32,91,91,88,5.06
33,91,88,86,5.06
34,91,91,88,5.06
33,91,88,86,5.06
32,91,88,86,5.06
29,91,91,88,5.06
34,91,88,86,5.07
30,91,91,88,5.06
30,91,91,88,5.06
29,91,88,86,5.06
53,91,91,88,5.06
32,91,88,86,5.06
29,91,91,88,5.06
51,91,88,86,5.07
47,91,91,86,5.06
29,91,88,86,5.06
29,91,91,86,5.06
29,91,91,86,5.06
33,91,88,86,5.06
31,91,91,88,5.06
30,90,88,82,5.06
54,91,91,88,5.06
31,91,88,82,5.06
53,91,91,88,5.06
30,91,88,86,5.07
54,91,91,88,5.06
41,91,88,86,5.06
41,91,91,88,5.06
30,91,88,86,5.06
32,91,91,88,5.06
31,91,81,88,5.06
33,91,91,88,5.06
34,90,88,86,5.07
29,91,91,88,5.06
29,91,88,82,5.06
30,91,91,88,5.06
30,91,88,86,5.07
29,91,88,86,5.06
30,91,91,88,5.06
30,90,88,86,5.07
33,91,91,88,5.06
48,90,88,86,5.06
55,91,91,88,5.06
32,91,91,86,5.06
34,91,91,88,5.06
29,91,88,86,5.06
33,91,91,88,5.06
29,91,88,86,5.06
32,91,91,88,5.06
55,91,88,86,5.07
30,91,91,88,5.06
52,91,88,86,5.06
31,91,91,88,5.07
31,91,88,86,5.06
33,91,91,86,5.06
33,91,91,88,5.06
29,91,88,86,5.07
53,91,91,88,5.06
29,90,88,86,5.06
30,91,91,88,5.06
44,91,88,86,5.07
42,91,91,88,5.06
29,90,81,88,5.06
40,91,91,88,5.06
39,90,88,86,5.06
41,91,88,86,5.06
29,91,91,88,5.06
46,91,88,86,5.06
39,91,91,88,5.06
30,91,88,86,5.06
49,91,91,88,5.06
36,91,88,86,5.06
30,91,91,88,5.06
34,91,88,86,5.06
35,91,91,88,5.07
30,90,88,86,5.06
50,91,91,88,5.06
30,91,88,86,5.06
29,91,91,88,5.07
31,91,88,86,5.07
33,91,91,86,5.06
37,91,88,86,5.07
35,91,91,86,5.06
29,91,91,86,5.06
30,91,88,86,5.07
55,91,91,88,5.06
29,91,88,86,5.06
33,91,91,86,5.06
50,91,88,86,5.06
52,91,91,88,5.06
37,91,88,86,5.07
37,91,91,88,5.06
29,91,88,86,5.07
41,91,88,86,5.06
29,90,88,86,5.06
34,91,91,88,5.06
32,90,88,86,5.06
30,91,91,88,5.06
51,91,88,86,5.06
32,91,91,88,5.06
30,90,88,86,5.06
32,91,91,88,5.06
30,89,88,86,5.06
42,91,91,88,5.06
32,90,88,82,5.07
42,91,91,88,5.06
49,90,88,86,5.06
29,91,91,88,5.06
33,90,88,86,5.06
38,91,91,86,5.06
42,90,88,86,5.07
32,91,91,86,5.06
37,91,91,86,5.06
52,90,88,86,5.07
29,91,91,88,5.06
47,90,88,82,5.06
36,91,91,88,5.07
29,90,88,86,5.06
40,90,88,86,5.06
50,90,91,88,5.06
30,90,88,86,5.07
29,91,91,88,5.06
44,91,91,88,5.06
44,91,91,88,5.07
34,90,88,86,5.07
35,90,88,86,5.07
49,91,91,88,5.06
30,91,91,88,5.07
33,90,88,86,5.06
33,91,88,86,5.06
29,91,91,88,5.06
30,90,88,86,5.06
34,91,91,86,5.06
48,91,91,86,5.06
29,91,91,88,5.06
32,90,91,86,5.07
54,90,88,86,5.07
30,91,88,86,5.07
46,91,91,88,5.07
33,90,88,86,5.06
46,91,88,86,5.06
29,91,91,86,5.06
32,91,91,88,5.06
49,91,88,88,5.06
29,90,88,86,5.06
43,91,91,86,5.06
38,91,91,88,5.07
32,91,88,86,5.06
29,90,88,86,5.07
29,90,88,86,5.06
42,90,88,86,5.06
30,91,91,88,5.06
52,91,91,86,5.07
34,90,88,86,5.06
36,91,91,88,5.06
44,90,88,86,5.07
46,91,91,86,5.06
47,91,91,88,5.06
41,90,88,86,5.06
47,90,91,88,5.06
34,90,88,86,5.07
33,91,91,88,5.06
30,90,88,86,5.07
39,91,91,86,5.06
29,90,88,86,5.07
47,91,91,86,5.06
30,90,91,86,5.06
34,90,88,86,5.06
42,91,91,88,5.07
44,90,88,86,5.07
29,91,91,88,5.06
31,90,88,86,5.07
39,90,88,86,5.06
37,90,91,86,5.06
30,90,88,86,5.06
55,90,91,86,5.07
29,90,88,86,5.07
31,90,91,86,5.06
49,90,88,86,5.07
45,90,88,86,5.06
45,90,88,86,5.07
32,90,91,86,5.07
31,90,88,86,5.06
53,90,91,86,5.06
44,90,88,86,5.06
41,90,88,86,5.06
41,90,91,86,5.06
34,89,91,86,5.06
32,90,91,86,5.06
35,90,88,86,5.06
30,90,88,86,5.07
38,90,91,86,5.06
46,90,88,86,5.06
43,90,91,86,5.06
33,90,88,86,5.06
30,90,88,86,5.06
29,90,91,86,5.06
40,90,88,85,5.06
29,90,91,86,5.06
32,90,88,86,5.06
30,90,88,86,5.06
33,90,91,86,5.06
29,90,88,86,5.06
39,90,91,86,5.06
29,90,91,86,5.06
48,90,91,86,5.06
37,90,88,86,5.07
45,90,91,86,5.06
54,90,88,85,5.06
29,90,91,86,5.06
54,91,88,86,5.06
33,90,91,86,5.06
47,90,88,86,5.06
50,90,88,86,5.06
33,90,91,86,5.06
32,90,88,86,5.07
33,90,91,86,5.06
31,90,91,86,5.07
52,90,88,86,5.07
44,90,91,86,5.06
30,89,91,86,5.06
31,90,91,86,5.06
29,90,88,86,5.06
34,90,91,86,5.06
29,90,91,86,5.06
55,90,88,86,5.06
34,90,91,86,5.06
30,91,88,86,5.06
41,90,91,86,5.06
33,90,88,86,5.06
30,90,88,86,5.06
44,90,91,86,5.06
45,90,88,86,5.06
42,90,91,86,5.06
38,90,81,88,5.06
32,90,91,86,5.06
29,90,91,86,5.06
33,90,88,86,5.06
29,90,88,86,5.06
32,90,91,86,5.06
36,90,88,86,5.06
39,90,88,86,5.06
29,90,88,86,5.06
30,90,88,86,5.06
29,90,91,86,5.06
30,90,91,86,5.07
54,90,88,86,5.06
33,90,91,86,5.06
30,90,88,86,5.07
30,90,91,86,5.06
30,90,91,86,5.06
53,90,81,86,5.07
47,90,91,86,5.06
32,90,88,86,5.06
29,90,91,86,5.06
45,90,91,86,5.06
34,89,91,88,5.07
50,90,91,86,5.06
43,90,91,86,5.07
31,90,88,86,5.06
29,90,91,86,5.06
30,90,88,86,5.06
30,90,91,86,5.06
32,90,91,86,5.06
39,90,91,86,5.06
30,90,88,86,5.06
32,90,88,86,5.06
30,90,91,88,5.06
32,90,88,86,5.06
47,90,88,86,5.07
51,90,91,88,5.06
29,90,88,86,5.06
33,90,88,82,5.06
47,91,91,86,5.07
29,90,91,88,5.06
52,90,88,86,5.07
49,91,88,86,5.06
48,91,91,88,5.06
41,90,88,86,5.06
29,90,88,86,5.07
31,91,91,88,5.06
32,90,88,86,5.06
32,91,88,86,5.06
32,91,91,88,5.06
47,90,88,86,5.06
32,91,91,88,5.06
30,90,88,86,5.06
33,90,88,86,5.06
30,91,91,88,5.07
36,90,88,86,5.07
35,91,91,86,5.06
36,91,91,88,5.06
46,91,88,86,5.06
47,90,88,86,5.06
32,90,88,86,5.06
52,91,91,88,5.06
54,90,88,86,5.06
29,91,88,86,5.06
42,91,91,88,5.06
29,91,88,86,5.06
29,90,88,86,5.07
45,91,91,88,5.06
32,91,88,86,5.06
29,91,88,86,5.06
29,91,91,88,5.06
32,91,88,86,5.06
37,91,88,86,5.07
31,91,91,88,5.06
34,91,88,88,5.06
29,91,88,86,5.06
29,91,91,88,5.06
30,91,88,86,5.07
33,91,88,86,5.06
30,91,91,88,5.06
43,91,88,86,5.06
34,90,88,86,5.06
29,91,91,88,5.06
43,91,91,88,5.07
38,90,88,82,5.07
33,91,91,88,5.06
29,91,88,88,5.07
29,91,91,88,5.07
36,90,88,86,5.07
39,91,91,88,5.06
35,91,88,88,5.07
31,91,88,86,5.07
29,91,91,86,5.06
47,91,88,86,5.07
32,91,91,88,5.06
43,91,88,88,5.06
29,90,88,86,5.06
31,91,91,88,5.06
32,91,88,86,5.06
33,90,88,86,5.06
30,91,91,88,5.07
33,91,88,86,5.06
30,91,91,88,5.07
29,91,91,86,5.07
29,91,91,88,5.06
32,90,88,86,5.06
41,90,88,86,5.07
32,91,91,88,5.06
30,90,88,86,5.07
30,91,91,86,5.06
30,90,91,86,5.07
31,90,88,86,5.07
29,91,91,88,5.07
31,90,88,86,5.07
29,90,91,86,5.06
29,90,91,86,5.07
30,90,91,86,5.07
29,90,91,86,5.07
34,90,88,86,5.06
42,90,91,86,5.06
30,90,91,86,5.06
29,90,88,86,5.06
33,90,88,86,5.06
29,90,91,86,5.06
33,90,91,86,5.06
30,90,88,86,5.06
33,90,88,86,5.06
32,90,88,86,5.06
32,90,91,86,5.06
42,90,91,86,5.07
53,90,88,86,5.07
29,90,91,86,5.06
47,90,88,86,5.07
33,90,88,86,5.07
34,90,91,86,5.06
29,90,91,86,5.07
30,90,91,86,5.07
31,91,91,86,5.06
31,90,91,86,5.06
32,90,88,86,5.07
30,90,88,85,5.06
30,90,91,86,5.06
39,90,91,86,5.06
42,90,88,86,5.06
31,90,81,88,5.06
46,90,91,88,5.07
41,90,88,86,5.07
31,90,91,86,5.06
31,89,91,86,5.07
55,90,91,88,5.07
29,90,88,86,5.07
53,90,91,86,5.07
30,90,88,86,5.07
32,90,88,86,5.07
29,90,88,86,5.06
48,90,88,86,5.07
46,90,88,86,5.06
46,90,88,86,5.07
29,90,88,86,5.06
30,90,91,86,5.07
44,90,88,86,5.06
29,90,91,86,5.07
32,90,88,86,5.07
32,90,88,86,5.07
52,90,88,86,5.06
31,90,91,88,5.07
35,90,88,86,5.07
54,90,91,86,5.07
33,90,88,86,5.07
32,90,91,86,5.07
31,90,88,86,5.07
29,90,88,86,5.07
45,90,88,86,5.07
48,90,88,86,5.07
40,90,88,86,5.07
43,90,91,86,5.06
29,90,88,86,5.07
29,90,91,86,5.07
53,90,81,88,5.07
30,90,91,88,5.06
48,90,88,86,5.07
30,90,91,86,5.07
29,90,88,86,5.06
30,90,88,86,5.06
45,90,91,86,5.06
47,90,88,86,5.07
30,90,91,86,5.06
30,90,88,86,5.07
30,90,91,86,5.07
30,90,88,86,5.07
38,90,88,86,5.06
47,90,91,86,5.07
32,90,88,86,5.07
36,90,91,86,5.06
32,90,88,86,5.07
52,90,91,86,5.06
35,90,88,86,5.07
29,90,91,86,5.06
30,90,88,86,5.07
29,90,91,86,5.06
32,90,88,86,5.07
35,90,88,86,5.06
29,90,88,86,5.07
33,90,88,86,5.07
53,90,88,86,5.07
34,90,91,86,5.07
32,90,88,85,5.07
41,90,91,86,5.06
33,90,88,86,5.07
29,90,91,86,5.07
47,90,88,86,5.07
30,90,91,86,5.07
29,90,88,86,5.07
32,90,88,86,5.07
29,90,88,86,5.06
36,90,91,86,5.07
34,90,88,86,5.07
30,90,88,86,5.06
41,90,91,86,5.06
30,90,88,86,5.06
30,90,91,86,5.07
52,90,88,86,5.07
35,90,91,86,5.06
32,90,88,86,5.06
40,90,91,86,5.06
29,90,88,86,5.07
52,90,91,86,5.07
29,90,91,86,5.07
37,90,88,86,5.06
29,90,88,86,5.06
29,90,91,86,5.06
47,89,91,86,5.06
48,90,91,86,5.07
37,90,88,86,5.06
39,90,88,86,5.06
29,90,91,86,5.06
30,89,86,86,5.07
30,90,91,86,5.07
29,90,88,86,5.06
46,90,91,86,5.06
54,90,88,86,5.06
36,90,88,86,5.07
33,90,91,86,5.06
34,90,88,86,5.06
29,90,91,86,5.06
37,90,88,86,5.07
30,90,88,86,5.06
41,90,91,88,5.07
33,90,88,86,5.06
29,90,88,86,5.06
47,90,91,86,5.06
36,90,88,86,5.06
30,90,88,86,5.07
32,90,91,86,5.06
53,90,88,86,5.07
30,90,88,86,5.06
30,90,91,88,5.07
32,90,88,86,5.07
29,90,91,86,5.06
32,90,88,86,5.07
33,90,91,86,5.07
33,90,91,86,5.07
32,90,91,86,5.07
30,90,91,86,5.07
30,90,88,86,5.06
48,90,88,86,5.06
42,90,91,86,5.07
33,90,88,86,5.07
55,90,88,86,5.07
29,90,91,86,5.06
49,90,88,86,5.07
35,90,91,86,5.06
36,90,88,86,5.06
30,90,88,86,5.06
32,90,91,86,5.06
40,90,88,86,5.06
38,90,88,86,5.07
30,90,91,86,5.07
54,90,88,86,5.07
32,90,91,86,5.07
46,90,88,86,5.06
32,90,88,86,5.06
34,90,91,88,5.07
30,90,88,86,5.07
53,90,88,86,5.07
29,90,88,86,5.07
30,90,91,86,5.07
44,90,88,86,5.07
36,90,91,86,5.06
36,90,88,86,5.07
29,90,91,86,5.07
32,90,91,86,5.07
42,90,81,88,5.07
31,90,91,86,5.07
46,90,88,86,5.07
55,90,88,86,5.07
31,90,91,86,5.07
55,90,79,86,5.07
41,90,91,86,5.07
52,90,88,86,5.07
31,90,88,86,5.07
55,90,91,86,5.07
33,89,88,86,5.07
32,90,91,86,5.06
32,90,88,86,5.07
29,90,88,86,5.07
33,90,88,86,5.07
32,90,88,86,5.07
31,90,91,86,5.06
43,90,88,86,5.07
38,90,91,86,5.07
30,90,88,86,5.07
30,90,91,86,5.06
33,90,88,86,5.07
29,90,91,86,5.07
30,90,91,86,5.06
30,90,88,86,5.07
30,90,91,86,5.06
34,90,88,86,5.07
29,90,91,86,5.07
55,90,88,86,5.06
29,90,88,86,5.06
35,90,91,86,5.06
29,90,91,86,5.06
39,90,91,86,5.06
30,90,88,86,5.07
31,90,91,86,5.06
31,90,88,86,5.07
55,90,88,86,5.07
30,90,91,86,5.06
55,90,88,86,5.07
32,90,91,86,5.06
42,90,91,86,5.07
31,90,91,86,5.06
29,90,88,86,5.07
29,90,91,86,5.06
34,90,88,86,5.07
30,90,88,86,5.06
29,90,88,86,5.06
29,90,88,86,5.06
31,90,91,86,5.06
31,90,88,86,5.07
29,90,91,86,5.06
34,90,91,86,5.07
30,90,88,86,5.07
36,90,88,86,5.06
52,90,91,86,5.06
47,90,88,86,5.07
30,90,88,86,5.06
35,90,91,86,5.07
32,90,88,86,5.07
36,90,88,86,5.07
31,90,91,86,5.06
32,90,88,86,5.07
31,90,88,86,5.07
48,90,91,86,5.06
32,90,88,86,5.07
51,90,88,86,5.07
37,90,91,86,5.07
31,90,88,85,5.07
46,90,88,86,5.06
29,90,91,86,5.06
40,90,88,86,5.07
39,90,91,86,5.06
45,90,91,86,5.06
33,90,88,86,5.06
29,90,91,86,5.06
39,90,88,86,5.07
29,90,88,86,5.06
42,90,91,86,5.06
31,90,88,86,5.07
29,90,91,86,5.07
50,90,88,86,5.07
29,90,91,86,5.06
29,90,88,86,5.07
37,90,88,86,5.07
38,90,91,86,5.06
32,90,88,86,5.06
29,90,91,86,5.06
33,90,88,82,5.06
35,90,91,86,5.07
54,90,88,86,5.07
30,90,91,86,5.06
34,90,88,86,5.07
52,90,88,86,5.07
29,90,88,86,5.06
34,90,88,86,5.06
29,90,91,86,5.07
38,90,88,86,5.07
43,90,91,86,5.06
29,90,88,86,5.06
29,90,91,86,5.07
32,90,88,86,5.07
52,90,91,86,5.07
52,90,91,86,5.07
55,90,91,86,5.07
30,89,91,86,5.06
29,90,91,86,5.07
32,90,88,86,5.07
47,90,91,86,5.07
33,90,88,86,5.07
39,90,91,86,5.07
37,90,88,85,5.07
29,90,91,86,5.06
31,90,88,86,5.06
34,90,91,86,5.07
30,90,88,86,5.07
31,90,91,86,5.06
36,90,88,86,5.07
32,90,91,86,5.06
30,90,88,86,5.07
32,90,88,86,5.06
45,90,88,86,5.06
29,90,88,86,5.06
31,90,91,86,5.06
49,90,88,86,5.06
48,90,91,86,5.06
30,90,88,86,5.07
29,90,91,86,5.06
33,90,88,86,5.07
29,90,91,86,5.07
34,90,79,83,5.06
33,90,91,86,5.06
41,88,86,86,5.06
32,90,91,86,5.07
29,90,88,85,5.06
30,90,91,86,5.06
55,89,91,86,5.07
52,90,88,86,5.06
49,90,88,85,5.06
30,90,91,86,5.06
45,90,88,85,5.07
35,90,91,86,5.06
52,90,88,86,5.06
31,90,91,86,5.06
40,90,88,86,5.06
47,90,88,86,5.06
51,90,91,86,5.06
32,90,88,86,5.06
31,90,91,86,5.06
50,90,88,86,5.07
55,90,91,86,5.06
31,90,88,86,5.06
38,90,91,86,5.07
29,90,88,86,5.06
31,90,91,86,5.06
31,90,88,86,5.06
31,90,88,86,5.07
46,90,91,86,5.06
30,90,88,86,5.07
30,90,91,86,5.06
30,90,88,86,5.07
30,90,91,86,5.06
39,90,88,86,5.06
33,90,88,86,5.06
49,90,88,86,5.06
50,90,88,86,5.06
53,90,88,86,5.06
30,90,91,86,5.06
30,90,88,86,5.06
42,90,91,86,5.06
29,90,91,86,5.06
39,90,88,86,5.06
51,90,91,86,5.06
31,90,88,86,5.07
32,90,88,86,5.06
29,90,91,86,5.06
32,90,81,88,5.06
32,90,91,86,5.06
34,90,88,86,5.06
35,90,88,86,5.06
43,90,91,86,5.06
39,90,81,86,5.06
47,90,91,86,5.06
29,90,88,86,5.07
54,90,91,86,5.06
29,90,88,86,5.06
38,90,88,86,5.06
29,90,88,86,5.06
34,90,91,86,5.06
29,90,88,86,5.06
31,90,88,86,5.06
46,90,91,86,5.06
33,90,88,86,5.06
33,90,88,86,5.06
30,90,91,86,5.06
31,90,88,81,5.06
29,90,91,86,5.06
50,90,81,88,5.06
29,90,91,86,5.07
45,90,88,86,5.06
29,90,91,86,5.06
32,90,88,86,5.06
39,90,91,86,5.06
52,90,88,86,5.06
32,90,91,86,5.06
44,90,88,86,5.06
29,90,88,86,5.06
37,90,91,86,5.06
33,90,88,86,5.06
48,90,91,86,5.06
52,90,88,86,5.06
29,90,91,86,5.06
29,90,88,86,5.06
29,90,91,86,5.06
46,90,88,86,5.06
46,90,88,86,5.06
48,90,88,86,5.06
30,90,88,86,5.06
31,90,88,86,5.06
29,90,88,86,5.06
44,90,91,86,5.06
29,90,81,88,5.06
33,90,91,86,5.06
30,90,91,86,5.07
29,90,88,86,5.06
33,90,91,86,5.06
31,90,88,86,5.07
49,90,91,86,5.06
29,90,88,86,5.06
51,90,88,86,5.06
51,90,91,86,5.06
44,90,88,86,5.06
29,90,91,86,5.06
33,90,88,86,5.06
31,90,91,86,5.06
30,90,88,86,5.06
31,90,91,86,5.06
48,90,88,86,5.06
33,90,91,86,5.06
31,90,88,86,5.06
45,90,88,86,5.06
33,90,91,86,5.06
32,90,88,86,5.06
47,90,91,86,5.06
36,90,88,86,5.07
41,90,88,86,5.07
33,90,88,86,5.06
54,90,88,86,5.07
45,90,91,86,5.07
45,89,91,86,5.07
45,90,91,86,5.06
30,90,88,88,5.07
32,90,88,86,5.06
43,90,88,86,5.06
47,90,91,86,5.07
29,90,88,86,5.06
30,90,88,86,5.06
33,90,88,86,5.06
31,90,91,86,5.06
41,90,88,86,5.06
29,90,88,86,5.06
48,90,88,86,5.06
32,90,81,88,5.07
33,90,91,86,5.06
30,90,88,85,5.06
35,90,91,86,5.06
32,90,88,86,5.06
29,90,91,86,5.06
29,90,88,86,5.06
33,90,91,86,5.06
43,90,88,86,5.06
30,90,88,86,5.06
41,90,91,86,5.06
39,90,88,86,5.06
32,90,91,86,5.06
33,90,88,86,5.06
32,90,91,86,5.06
34,90,88,86,5.06
29,90,91,86,5.06
34,90,88,86,5.07
46,90,88,86,5.06
52,90,88,86,5.07
30,90,91,86,5.06
33,90,88,86,5.07
29,90,88,86,5.06
34,90,88,86,5.06
34,90,88,86,5.06
29,90,91,86,5.06
31,90,91,86,5.06
